# Time(a.u.)  Energy(a.u.)  mu_x(a.u.)  mu_y(a.u.)  mu_z(a.u.)
2.7308000000E+02 -9.2211021817E+01 1.7214653295E-04 1.7214653277E-04 9.1084192388E-01
2.7312000000E+02 -9.2211021818E+01 1.7928743112E-04 1.7928743093E-04 9.1082475810E-01
2.7316000000E+02 -9.2211021819E+01 1.8463692752E-04 1.8463692733E-04 9.1080760573E-01
2.7320000000E+02 -9.2211021819E+01 1.8845281665E-04 1.8845281646E-04 9.1078994795E-01
2.7324000000E+02 -9.2211021820E+01 1.9134520370E-04 1.9134520351E-04 9.1077171480E-01
2.7328000000E+02 -9.2211021821E+01 1.9412309255E-04 1.9412309236E-04 9.1075324702E-01
2.7332000000E+02 -9.2211021822E+01 1.9758719851E-04 1.9758719832E-04 9.1073514221E-01
2.7336000000E+02 -9.2211021822E+01 2.0232622395E-04 2.0232622376E-04 9.1071804765E-01
2.7340000000E+02 -9.2211021822E+01 2.0857261694E-04 2.0857261675E-04 9.1070247386E-01
2.7344000000E+02 -9.2211021822E+01 2.1615631516E-04 2.1615631497E-04 9.1068868942E-01
2.7348000000E+02 -9.2211021822E+01 2.2456646909E-04 2.2456646890E-04 9.1067672300E-01
2.7352000000E+02 -9.2211021823E+01 2.3310021798E-04 2.3310021779E-04 9.1066645777E-01
2.7356000000E+02 -9.2211021823E+01 2.4105348037E-04 2.4105348018E-04 9.1065776950E-01
2.7360000000E+02 -9.2211021822E+01 2.4789846465E-04 2.4789846446E-04 9.1065064618E-01
2.7364000000E+02 -9.2211021822E+01 2.5339895224E-04 2.5339895205E-04 9.1064523734E-01
2.7368000000E+02 -9.2211021821E+01 2.5763501948E-04 2.5763501929E-04 9.1064181141E-01
2.7372000000E+02 -9.2211021821E+01 2.6093710950E-04 2.6093710931E-04 9.1064063830E-01
2.7376000000E+02 -9.2211021820E+01 2.6375641509E-04 2.6375641489E-04 9.1064184619E-01
2.7380000000E+02 -9.2211021820E+01 2.6651613254E-04 2.6651613235E-04 9.1064531564E-01
2.7384000000E+02 -9.2211021819E+01 2.6949115752E-04 2.6949115733E-04 9.1065066292E-01
2.7388000000E+02 -9.2211021818E+01 2.7275175048E-04 2.7275175028E-04 9.1065733341E-01
2.7392000000E+02 -9.2211021817E+01 2.7618387388E-04 2.7618387368E-04 9.1066478394E-01
2.7396000000E+02 -9.2211021816E+01 2.7957288966E-04 2.7957288946E-04 9.1067269670E-01
2.7400000000E+02 -9.2211021815E+01 2.8271656975E-04 2.8271656955E-04 9.1068114971E-01
2.7404000000E+02 -9.2211021814E+01 2.8552455062E-04 2.8552455043E-04 9.1069067714E-01
2.7408000000E+02 -9.2211021813E+01 2.8806716021E-04 2.8806716001E-04 9.1070218586E-01
2.7412000000E+02 -9.2211021812E+01 2.9055489853E-04 2.9055489834E-04 9.1071674136E-01
2.7416000000E+02 -9.2211021810E+01 2.9325461575E-04 2.9325461556E-04 9.1073528160E-01
2.7420000000E+02 -9.2211021809E+01 2.9637136252E-04 2.9637136233E-04 9.1075834542E-01
2.7424000000E+02 -9.2211021808E+01 2.9993831006E-04 2.9993830986E-04 9.1078590221E-01
2.7428000000E+02 -9.2211021806E+01 3.0375642112E-04 3.0375642093E-04 9.1081734141E-01
2.7432000000E+02 -9.2211021805E+01 3.0741063281E-04 3.0741063261E-04 9.1085163190E-01
2.7436000000E+02 -9.2211021803E+01 3.1036475461E-04 3.1036475441E-04 9.1088760810E-01
2.7440000000E+02 -9.2211021802E+01 3.1211087600E-04 3.1211087581E-04 9.1092429882E-01
2.7444000000E+02 -9.2211021800E+01 3.1232936809E-04 3.1232936789E-04 9.1096120103E-01
2.7448000000E+02 -9.2211021798E+01 3.1100914683E-04 3.1100914663E-04 9.1099841641E-01
2.7452000000E+02 -9.2211021796E+01 3.0848724626E-04 3.0848724606E-04 9.1103661159E-01
2.7456000000E+02 -9.2211021794E+01 3.0538947975E-04 3.0538947955E-04 9.1107681676E-01
2.7460000000E+02 -9.2211021792E+01 3.0248333477E-04 3.0248333457E-04 9.1112012670E-01
2.7464000000E+02 -9.2211021790E+01 3.0048131211E-04 3.0048131191E-04 9.1116739601E-01
2.7468000000E+02 -9.2211021788E+01 2.9984927565E-04 2.9984927545E-04 9.1121901877E-01
2.7472000000E+02 -9.2211021785E+01 3.0067476900E-04 3.0067476880E-04 9.1127485294E-01
2.7476000000E+02 -9.2211021783E+01 3.0263424439E-04 3.0263424419E-04 9.1133430227E-01
2.7480000000E+02 -9.2211021780E+01 3.0507030952E-04 3.0507030932E-04 9.1139651861E-01
2.7484000000E+02 -9.2211021778E+01 3.0715864601E-04 3.0715864581E-04 9.1146065294E-01
2.7488000000E+02 -9.2211021775E+01 3.0811855823E-04 3.0811855803E-04 9.1152607321E-01
2.7492000000E+02 -9.2211021773E+01 3.0740883881E-04 3.0740883861E-04 9.1159248469E-01
2.7496000000E+02 -9.2211021771E+01 3.0485540704E-04 3.0485540684E-04 9.1165992583E-01
2.7500000000E+02 -9.2211021768E+01 3.0067746807E-04 3.0067746786E-04 9.1172865695E-01
2.7504000000E+02 -9.2211021766E+01 2.9540857103E-04 2.9540857083E-04 9.1179899355E-01
2.7508000000E+02 -9.2211021763E+01 2.8973897859E-04 2.8973897839E-04 9.1187115098E-01
2.7512000000E+02 -9.2211021761E+01 2.8432725308E-04 2.8432725287E-04 9.1194515645E-01
2.7516000000E+02 -9.2211021758E+01 2.7963568912E-04 2.7963568891E-04 9.1202085491E-01
2.7520000000E+02 -9.2211021756E+01 2.7583453889E-04 2.7583453868E-04 9.1209799645E-01
2.7524000000E+02 -9.2211021755E+01 2.7279727086E-04 2.7279727065E-04 9.1217636159E-01
2.7528000000E+02 -9.2211021753E+01 2.7018067188E-04 2.7018067168E-04 9.1225586590E-01
2.7532000000E+02 -9.2211021751E+01 2.6755833640E-04 2.6755833619E-04 9.1233659495E-01
2.7536000000E+02 -9.2211021749E+01 2.6456168881E-04 2.6456168860E-04 9.1241874829E-01
2.7540000000E+02 -9.2211021748E+01 2.6098329350E-04 2.6098329329E-04 9.1250250873E-01
2.7544000000E+02 -9.2211021747E+01 2.5681215615E-04 2.5681215594E-04 9.1258788527E-01
2.7548000000E+02 -9.2211021746E+01 2.5219482762E-04 2.5219482741E-04 9.1267459263E-01
2.7552000000E+02 -9.2211021746E+01 2.4734138952E-04 2.4734138930E-04 9.1276202177E-01
2.7556000000E+02 -9.2211021746E+01 2.4241359102E-04 2.4241359081E-04 9.1284932601E-01
2.7560000000E+02 -9.2211021746E+01 2.3743767594E-04 2.3743767572E-04 9.1293560644E-01
2.7564000000E+02 -9.2211021746E+01 2.3227518698E-04 2.3227518677E-04 9.1302014263E-01
2.7568000000E+02 -9.2211021746E+01 2.2666440325E-04 2.2666440303E-04 9.1310259398E-01
2.7572000000E+02 -9.2211021746E+01 2.2031991055E-04 2.2031991034E-04 9.1318310129E-01
2.7576000000E+02 -9.2211021748E+01 2.1305648750E-04 2.1305648729E-04 9.1326224677E-01
2.7580000000E+02 -9.2211021749E+01 2.0489318321E-04 2.0489318299E-04 9.1334087511E-01
2.7584000000E+02 -9.2211021751E+01 1.9609782420E-04 1.9609782399E-04 9.1341982358E-01
2.7588000000E+02 -9.2211021753E+01 1.8715014578E-04 1.8715014556E-04 9.1349964067E-01
2.7592000000E+02 -9.2211021755E+01 1.7862778530E-04 1.7862778508E-04 9.1358037876E-01
2.7596000000E+02 -9.2211021757E+01 1.7104525786E-04 1.7104525765E-04 9.1366152597E-01
2.7600000000E+02 -9.2211021759E+01 1.6469337713E-04 1.6469337691E-04 9.1374209975E-01
2.7604000000E+02 -9.2211021761E+01 1.5952953727E-04 1.5952953705E-04 9.1382087558E-01
2.7608000000E+02 -9.2211021764E+01 1.5515641748E-04 1.5515641727E-04 9.1389668294E-01
2.7612000000E+02 -9.2211021767E+01 1.5090154193E-04 1.5090154171E-04 9.1396868115E-01
2.7616000000E+02 -9.2211021770E+01 1.4598018613E-04 1.4598018591E-04 9.1403653550E-01
2.7620000000E+02 -9.2211021773E+01 1.3969847815E-04 1.3969847793E-04 9.1410044660E-01
2.7624000000E+02 -9.2211021776E+01 1.3164015615E-04 1.3164015593E-04 9.1416103167E-01
2.7628000000E+02 -9.2211021779E+01 1.2178363261E-04 1.2178363238E-04 9.1421910117E-01
2.7632000000E+02 -9.2211021782E+01 1.1051508884E-04 1.1051508862E-04 9.1427540292E-01
2.7636000000E+02 -9.2211021785E+01 9.8532748806E-05 9.8532748583E-05 9.1433041075E-01
2.7640000000E+02 -9.2211021788E+01 8.6668545300E-05 8.6668545077E-05 9.1438421498E-01
2.7644000000E+02 -9.2211021791E+01 7.5676848295E-05 7.5676848071E-05 9.1443653565E-01
2.7648000000E+02 -9.2211021794E+01 6.6048815381E-05 6.6048815157E-05 9.1448683933E-01
2.7652000000E+02 -9.2211021796E+01 5.7902691401E-05 5.7902691177E-05 9.1453450956E-01
2.7656000000E+02 -9.2211021799E+01 5.0977640412E-05 5.0977640186E-05 9.1457900984E-01
2.7660000000E+02 -9.2211021801E+01 4.4728393696E-05 4.4728393470E-05 9.1461998819E-01
2.7664000000E+02 -9.2211021803E+01 3.8489291415E-05 3.8489291189E-05 9.1465729937E-01
2.7668000000E+02 -9.2211021805E+01 3.1657713464E-05 3.1657713236E-05 9.1469095310E-01
2.7672000000E+02 -9.2211021807E+01 2.3843752611E-05 2.3843752383E-05 9.1472102377E-01
2.7676000000E+02 -9.2211021809E+01 1.4945795946E-05 1.4945795718E-05 9.1474756716E-01
2.7680000000E+02 -9.2211021810E+01 5.1360787010E-06 5.1360784724E-06 9.1477058263E-01
2.7684000000E+02 -9.2211021812E+01 -5.2315731692E-06 -5.2315733981E-06 9.1479003593E-01
2.7688000000E+02 -9.2211021813E+01 -1.5756497715E-05 -1.5756497944E-05 9.1480592965E-01
2.7692000000E+02 -9.2211021814E+01 -2.6122122024E-05 -2.6122122253E-05 9.1481838555E-01
2.7696000000E+02 -9.2211021815E+01 -3.6180883658E-05 -3.6180883888E-05 9.1482769503E-01
2.7700000000E+02 -9.2211021815E+01 -4.5968521400E-05 -4.5968521630E-05 9.1483430414E-01
2.7704000000E+02 -9.2211021816E+01 -5.5648052375E-05 -5.5648052607E-05 9.1483872402E-01
2.7708000000E+02 -9.2211021816E+01 -6.5407832040E-05 -6.5407832272E-05 9.1484138848E-01
2.7712000000E+02 -9.2211021817E+01 -7.5353438929E-05 -7.5353439161E-05 9.1484250439E-01
2.7716000000E+02 -9.2211021817E+01 -8.5434778073E-05 -8.5434778305E-05 9.1484195000E-01
2.7720000000E+02 -9.2211021816E+01 -9.5437283117E-05 -9.5437283350E-05 9.1483926529E-01
2.7724000000E+02 -9.2211021816E+01 -1.0504357317E-04 -1.0504357340E-04 9.1483375086E-01
2.7728000000E+02 -9.2211021816E+01 -1.1394683094E-04 -1.1394683118E-04 9.1482465582E-01
2.7732000000E+02 -9.2211021816E+01 -1.2197785383E-04 -1.2197785406E-04 9.1481140386E-01
2.7736000000E+02 -9.2211021816E+01 -1.2920073529E-04 -1.2920073553E-04 9.1479378989E-01
2.7740000000E+02 -9.2211021815E+01 -1.3594008436E-04 -1.3594008460E-04 9.1477208490E-01
2.7744000000E+02 -9.2211021815E+01 -1.4272339496E-04 -1.4272339520E-04 9.1474701242E-01
2.7748000000E+02 -9.2211021815E+01 -1.5014926953E-04 -1.5014926977E-04 9.1471959812E-01
2.7752000000E+02 -9.2211021815E+01 -1.5871711531E-04 -1.5871711555E-04 9.1469093283E-01
2.7756000000E+02 -9.2211021815E+01 -1.6866859538E-04 -1.6866859562E-04 9.1466191601E-01
2.7760000000E+02 -9.2211021814E+01 -1.7989052256E-04 -1.7989052279E-04 9.1463305259E-01
2.7764000000E+02 -9.2211021814E+01 -1.9191272539E-04 -1.9191272562E-04 9.1460435966E-01
2.7768000000E+02 -9.2211021813E+01 -2.0400725932E-04 -2.0400725956E-04 9.1457540603E-01
2.7772000000E+02 -9.2211021813E+01 -2.1536527241E-04 -2.1536527265E-04 9.1454546812E-01
2.7776000000E+02 -9.2211021813E+01 -2.2530401150E-04 -2.2530401174E-04 9.1451375271E-01
2.7780000000E+02 -9.2211021813E+01 -2.3344625157E-04 -2.3344625181E-04 9.1447962057E-01
2.7784000000E+02 -9.2211021812E+01 -2.3982116586E-04 -2.3982116610E-04 9.1444274949E-01
2.7788000000E+02 -9.2211021812E+01 -2.4485752175E-04 -2.4485752199E-04 9.1440319837E-01
2.7792000000E+02 -9.2211021811E+01 -2.4927067665E-04 -2.4927067689E-04 9.1436136627E-01
2.7796000000E+02 -9.2211021811E+01 -2.5387508111E-04 -2.5387508135E-04 9.1431787232E-01
2.7800000000E+02 -9.2211021811E+01 -2.5937488904E-04 -2.5937488928E-04 9.1427340192E-01
2.7804000000E+02 -9.2211021811E+01 -2.6619067399E-04 -2.6619067423E-04 9.1422856832E-01
2.7808000000E+02 -9.2211021810E+01 -2.7436869844E-04 -2.7436869868E-04 9.1418382519E-01
2.7812000000E+02 -9.2211021810E+01 -2.8359433554E-04 -2.8359433578E-04 9.1413944275E-01
2.7816000000E+02 -9.2211021810E+01 -2.9330072070E-04 -2.9330072094E-04 9.1409553597E-01
2.7820000000E+02 -9.2211021809E+01 -3.0283673648E-04 -3.0283673672E-04 9.1405211699E-01
2.7824000000E+02 -9.2211021808E+01 -3.1164299987E-04 -3.1164300011E-04 9.1400914119E-01
2.7828000000E+02 -9.2211021808E+01 -3.1938495705E-04 -3.1938495729E-04 9.1396652642E-01
2.7832000000E+02 -9.2211021807E+01 -3.2600788981E-04 -3.2600789005E-04 9.1392414310E-01
2.7836000000E+02 -9.2211021807E+01 -3.3170432285E-04 -3.3170432309E-04 9.1388179090E-01
2.7840000000E+02 -9.2211021806E+01 -3.3681175145E-04 -3.3681175169E-04 9.1383918778E-01
2.7844000000E+02 -9.2211021806E+01 -3.4167919622E-04 -3.4167919646E-04 9.1379599469E-01
2.7848000000E+02 -9.2211021805E+01 -3.4654858580E-04 -3.4654858604E-04 9.1375188491E-01
2.7852000000E+02 -9.2211021804E+01 -3.5148938495E-04 -3.5148938519E-04 9.1370664611E-01
2.7856000000E+02 -9.2211021803E+01 -3.5640506920E-04 -3.5640506944E-04 9.1366028447E-01
2.7860000000E+02 -9.2211021802E+01 -3.6110470504E-04 -3.6110470528E-04 9.1361309106E-01
2.7864000000E+02 -9.2211021802E+01 -3.6541041679E-04 -3.6541041703E-04 9.1356563683E-01
2.7868000000E+02 -9.2211021801E+01 -3.6925928012E-04 -3.6925928036E-04 9.1351868189E-01
2.7872000000E+02 -9.2211021800E+01 -3.7276017075E-04 -3.7276017099E-04 9.1347301278E-01
2.7876000000E+02 -9.2211021799E+01 -3.7618165429E-04 -3.7618165453E-04 9.1342924764E-01
2.7880000000E+02 -9.2211021798E+01 -3.7987102517E-04 -3.7987102541E-04 9.1338766429E-01
2.7884000000E+02 -9.2211021797E+01 -3.8412918007E-04 -3.8412918032E-04 9.1334810479E-01
2.7888000000E+02 -9.2211021796E+01 -3.8908296563E-04 -3.8908296587E-04 9.1330999041E-01
2.7892000000E+02 -9.2211021796E+01 -3.9460016306E-04 -3.9460016330E-04 9.1327244964E-01
2.7896000000E+02 -9.2211021795E+01 -4.0028082468E-04 -4.0028082492E-04 9.1323452793E-01
2.7900000000E+02 -9.2211021795E+01 -4.0553553868E-04 -4.0553553892E-04 9.1319542266E-01
2.7904000000E+02 -9.2211021795E+01 -4.0973349211E-04 -4.0973349235E-04 9.1315467864E-01
2.7908000000E+02 -9.2211021794E+01 -4.1237968056E-04 -4.1237968080E-04 9.1311229056E-01
2.7912000000E+02 -9.2211021794E+01 -4.1326890842E-04 -4.1326890866E-04 9.1306868656E-01
2.7916000000E+02 -9.2211021793E+01 -4.1256841184E-04 -4.1256841208E-04 9.1302460153E-01
2.7920000000E+02 -9.2211021793E+01 -4.1080019875E-04 -4.1080019899E-04 9.1298088029E-01
2.7924000000E+02 -9.2211021793E+01 -4.0872299880E-04 -4.0872299904E-04 9.1293826801E-01
2.7928000000E+02 -9.2211021793E+01 -4.0714344838E-04 -4.0714344862E-04 9.1289724517E-01
2.7932000000E+02 -9.2211021793E+01 -4.0670776548E-04 -4.0670776572E-04 9.1285794631E-01
2.7936000000E+02 -9.2211021793E+01 -4.0773200672E-04 -4.0773200696E-04 9.1282017361E-01
2.7940000000E+02 -9.2211021792E+01 -4.1011878747E-04 -4.1011878771E-04 9.1278348783E-01
2.7944000000E+02 -9.2211021792E+01 -4.1338398412E-04 -4.1338398436E-04 9.1274733850E-01
2.7948000000E+02 -9.2211021792E+01 -4.1678562019E-04 -4.1678562043E-04 9.1271119035E-01
2.7952000000E+02 -9.2211021792E+01 -4.1951817274E-04 -4.1951817298E-04 9.1267461195E-01
2.7956000000E+02 -9.2211021793E+01 -4.2091750713E-04 -4.2091750737E-04 9.1263731254E-01
2.7960000000E+02 -9.2211021793E+01 -4.2061981006E-04 -4.2061981030E-04 9.1259913435E-01
2.7964000000E+02 -9.2211021793E+01 -4.1863257915E-04 -4.1863257938E-04 9.1256002287E-01
2.7968000000E+02 -9.2211021793E+01 -4.1530229885E-04 -4.1530229909E-04 9.1252000118E-01
2.7972000000E+02 -9.2211021793E+01 -4.1119372048E-04 -4.1119372071E-04 9.1247916540E-01
2.7976000000E+02 -9.2211021793E+01 -4.0692051471E-04 -4.0692051495E-04 9.1243770216E-01
2.7980000000E+02 -9.2211021793E+01 -4.0297914903E-04 -4.0297914927E-04 9.1239591201E-01
2.7984000000E+02 -9.2211021793E+01 -3.9963387780E-04 -3.9963387803E-04 9.1235421359E-01
2.7988000000E+02 -9.2211021794E+01 -3.9688243370E-04 -3.9688243394E-04 9.1231310618E-01
2.7992000000E+02 -9.2211021794E+01 -3.9450547160E-04 -3.9450547183E-04 9.1227308305E-01
2.7996000000E+02 -9.2211021793E+01 -3.9217655220E-04 -3.9217655243E-04 9.1223450950E-01
2.8000000000E+02 -9.2211021793E+01 -3.8959169265E-04 -3.8959169288E-04 9.1219749919E-01
2.8004000000E+02 -9.2211021793E+01 -3.8657362441E-04 -3.8657362464E-04 9.1216183236E-01
2.8008000000E+02 -9.2211021792E+01 -3.8311674469E-04 -3.8311674493E-04 9.1212695372E-01
2.8012000000E+02 -9.2211021792E+01 -3.7936046262E-04 -3.7936046285E-04 9.1209206705E-01
2.8016000000E+02 -9.2211021792E+01 -3.7550392338E-04 -3.7550392361E-04 9.1205631390E-01
2.8020000000E+02 -9.2211021792E+01 -3.7169556946E-04 -3.7169556969E-04 9.1201899394E-01
2.8024000000E+02 -9.2211021792E+01 -3.6793991717E-04 -3.6793991740E-04 9.1197976645E-01
2.8028000000E+02 -9.2211021791E+01 -3.6405833010E-04 -3.6405833033E-04 9.1193877198E-01
2.8032000000E+02 -9.2211021791E+01 -3.5972224487E-04 -3.5972224510E-04 9.1189663273E-01
2.8036000000E+02 -9.2211021790E+01 -3.5455221255E-04 -3.5455221277E-04 9.1185432431E-01
2.8040000000E+02 -9.2211021790E+01 -3.4825250347E-04 -3.4825250369E-04 9.1181294940E-01
2.8044000000E+02 -9.2211021790E+01 -3.4073675844E-04 -3.4073675866E-04 9.1177347432E-01
2.8048000000E+02 -9.2211021790E+01 -3.3220022190E-04 -3.3220022212E-04 9.1173650128E-01
2.8052000000E+02 -9.2211021790E+01 -3.2310888631E-04 -3.2310888654E-04 9.1170213981E-01
2.8056000000E+02 -9.2211021790E+01 -3.1410108827E-04 -3.1410108850E-04 9.1167001102E-01
2.8060000000E+02 -9.2211021789E+01 -3.0582496021E-04 -3.0582496044E-04 9.1163937957E-01
2.8064000000E+02 -9.2211021789E+01 -2.9875686081E-04 -2.9875686103E-04 9.1160937107E-01
2.8068000000E+02 -9.2211021789E+01 -2.9305441981E-04 -2.9305442003E-04 9.1157920977E-01
2.8072000000E+02 -9.2211021789E+01 -2.8849006543E-04 -2.8849006565E-04 9.1154840928E-01
2.8076000000E+02 -9.2211021789E+01 -2.8448879564E-04 -2.8448879586E-04 9.1151686754E-01
2.8080000000E+02 -9.2211021789E+01 -2.8026393692E-04 -2.8026393714E-04 9.1148485014E-01
2.8084000000E+02 -9.2211021790E+01 -2.7501568464E-04 -2.7501568486E-04 9.1145288087E-01
2.8088000000E+02 -9.2211021790E+01 -2.6813812620E-04 -2.6813812642E-04 9.1142158487E-01
2.8092000000E+02 -9.2211021791E+01 -2.5937709956E-04 -2.5937709978E-04 9.1139153867E-01
2.8096000000E+02 -9.2211021791E+01 -2.4889479479E-04 -2.4889479501E-04 9.1136317143E-01
2.8100000000E+02 -9.2211021792E+01 -2.3722351510E-04 -2.3722351532E-04 9.1133673749E-01
2.8104000000E+02 -9.2211021792E+01 -2.2512260530E-04 -2.2512260552E-04 9.1131235153E-01
2.8108000000E+02 -9.2211021793E+01 -2.1337983668E-04 -2.1337983689E-04 9.1129005504E-01
2.8112000000E+02 -9.2211021794E+01 -2.0261345014E-04 -2.0261345035E-04 9.1126987462E-01
2.8116000000E+02 -9.2211021794E+01 -1.9312933152E-04 -1.9312933174E-04 9.1125184132E-01
2.8120000000E+02 -9.2211021795E+01 -1.8487020781E-04 -1.8487020803E-04 9.1123596170E-01
2.8124000000E+02 -9.2211021795E+01 -1.7746586881E-04 -1.7746586902E-04 9.1122215661E-01
2.8128000000E+02 -9.2211021796E+01 -1.7036381785E-04 -1.7036381806E-04 9.1121020283E-01
2.8132000000E+02 -9.2211021797E+01 -1.6299738133E-04 -1.6299738154E-04 9.1119971650E-01
2.8136000000E+02 -9.2211021798E+01 -1.5493971708E-04 -1.5493971729E-04 9.1119020459E-01
2.8140000000E+02 -9.2211021798E+01 -1.4599954380E-04 -1.4599954401E-04 9.1118118449E-01
2.8144000000E+02 -9.2211021799E+01 -1.3623498266E-04 -1.3623498287E-04 9.1117234217E-01
2.8148000000E+02 -9.2211021800E+01 -1.2588884562E-04 -1.2588884583E-04 9.1116367760E-01
2.8152000000E+02 -9.2211021800E+01 -1.1527337932E-04 -1.1527337953E-04 9.1115558138E-01
2.8156000000E+02 -9.2211021801E+01 -1.0464713863E-04 -1.0464713884E-04 9.1114880249E-01
2.8160000000E+02 -9.2211021801E+01 -9.4126915120E-05 -9.4126915327E-05 9.1114429933E-01
2.8164000000E+02 -9.2211021801E+01 -8.3663756966E-05 -8.3663757172E-05 9.1114300520E-01
2.8168000000E+02 -9.2211021801E+01 -7.3088902700E-05 -7.3088902905E-05 9.1114557139E-01
2.8172000000E+02 -9.2211021801E+01 -6.2210683171E-05 -6.2210683376E-05 9.1115216459E-01
2.8176000000E+02 -9.2211021801E+01 -5.0925339140E-05 -5.0925339344E-05 9.1116238478E-01
2.8180000000E+02 -9.2211021801E+01 -3.9299269102E-05 -3.9299269305E-05 9.1117533638E-01
2.8184000000E+02 -9.2211021801E+01 -2.7589336403E-05 -2.7589336605E-05 9.1118984027E-01
2.8188000000E+02 -9.2211021801E+01 -1.6188645460E-05 -1.6188645660E-05 9.1120473055E-01
2.8192000000E+02 -9.2211021801E+01 -5.5109154802E-06 -5.5109156802E-06 9.1121915210E-01
2.8196000000E+02 -9.2211021800E+01 4.1511972437E-06 4.1511970445E-06 9.1123277343E-01
2.8200000000E+02 -9.2211021800E+01 1.2747187912E-05 1.2747187714E-05 9.1124585337E-01
2.8204000000E+02 -9.2211021799E+01 2.0526241056E-05 2.0526240858E-05 9.1125914399E-01
2.8208000000E+02 -9.2211021799E+01 2.8006193800E-05 2.8006193603E-05 9.1127366125E-01
2.8212000000E+02 -9.2211021799E+01 3.5855793971E-05 3.5855793775E-05 9.1129039332E-01
2.8216000000E+02 -9.2211021799E+01 4.4719684890E-05 4.4719684695E-05 9.1131003310E-01
2.8220000000E+02 -9.2211021798E+01 5.5035083868E-05 5.5035083674E-05 9.1133281030E-01
2.8224000000E+02 -9.2211021798E+01 6.6894256428E-05 6.6894256235E-05 9.1135846461E-01
2.8228000000E+02 -9.2211021798E+01 7.9995610184E-05 7.9995609992E-05 9.1138635606E-01
2.8232000000E+02 -9.2211021797E+01 9.3701583300E-05 9.3701583109E-05 9.1141566663E-01
2.8236000000E+02 -9.2211021797E+01 1.0719070556E-04 1.0719070537E-04 9.1144562285E-01
2.8240000000E+02 -9.2211021797E+01 1.1966348622E-04 1.1966348603E-04 9.1147566888E-01
2.8244000000E+02 -9.2211021797E+01 1.3054553126E-04 1.3054553107E-04 9.1150554233E-01
2.8248000000E+02 -9.2211021797E+01 1.3963150531E-04 1.3963150512E-04 9.1153524308E-01
2.8252000000E+02 -9.2211021797E+01 1.4713026888E-04 1.4713026869E-04 9.1156492302E-01
2.8256000000E+02 -9.2211021797E+01 1.5359979396E-04 1.5359979378E-04 9.1159474988E-01
2.8260000000E+02 -9.2211021797E+01 1.5979186496E-04 1.5979186478E-04 9.1162480289E-01
2.8264000000E+02 -9.2211021797E+01 1.6645177114E-04 1.6645177096E-04 9.1165503970E-01
2.8268000000E+02 -9.2211021798E+01 1.7412978752E-04 1.7412978734E-04 9.1168534237E-01
2.8272000000E+02 -9.2211021799E+01 1.8305599472E-04 1.8305599454E-04 9.1171561572E-01
2.8276000000E+02 -9.2211021800E+01 1.9310979521E-04 1.9310979503E-04 9.1174588842E-01
2.8280000000E+02 -9.2211021800E+01 2.0388672532E-04 2.0388672514E-04 9.1177636413E-01
2.8284000000E+02 -9.2211021801E+01 2.1483670008E-04 2.1483669990E-04 9.1180738868E-01
2.8288000000E+02 -9.2211021802E+01 2.2542825462E-04 2.2542825444E-04 9.1183933260E-01
2.8292000000E+02 -9.2211021802E+01 2.3528834273E-04 2.3528834256E-04 9.1187242453E-01
2.8296000000E+02 -9.2211021803E+01 2.4427788599E-04 2.4427788581E-04 9.1190659573E-01
2.8300000000E+02 -9.2211021804E+01 2.5248573014E-04 2.5248572997E-04 9.1194139960E-01
2.8304000000E+02 -9.2211021805E+01 2.6015055075E-04 2.6015055058E-04 9.1197604969E-01
2.8308000000E+02 -9.2211021806E+01 2.6754292501E-04 2.6754292483E-04 9.1200958106E-01
2.8312000000E+02 -9.2211021807E+01 2.7485113379E-04 2.7485113361E-04 9.1204109665E-01
2.8316000000E+02 -9.2211021808E+01 2.8211090319E-04 2.8211090302E-04 9.1207002626E-01
2.8320000000E+02 -9.2211021808E+01 2.8920263888E-04 2.8920263871E-04 9.1209631500E-01
2.8324000000E+02 -9.2211021809E+01 2.9591542772E-04 2.9591542754E-04 9.1212047457E-01
2.8328000000E+02 -9.2211021810E+01 3.0205328407E-04 3.0205328390E-04 9.1214347055E-01
2.8332000000E+02 -9.2211021811E+01 3.0754371634E-04 3.0754371618E-04 9.1216647006E-01
2.8336000000E+02 -9.2211021811E+01 3.1250685197E-04 3.1250685181E-04 9.1219051956E-01
2.8340000000E+02 -9.2211021812E+01 3.1725583981E-04 3.1725583965E-04 9.1221624729E-01
2.8344000000E+02 -9.2211021812E+01 3.2222211833E-04 3.2222211816E-04 9.1224367997E-01
2.8348000000E+02 -9.2211021812E+01 3.2782501964E-04 3.2782501948E-04 9.1227223031E-01
2.8352000000E+02 -9.2211021812E+01 3.3432559287E-04 3.3432559270E-04 9.1230085990E-01
2.8356000000E+02 -9.2211021812E+01 3.4171260647E-04 3.4171260631E-04 9.1232836885E-01
2.8360000000E+02 -9.2211021812E+01 3.4966139883E-04 3.4966139867E-04 9.1235372537E-01
2.8364000000E+02 -9.2211021812E+01 3.5758542651E-04 3.5758542635E-04 9.1237633767E-01
2.8368000000E+02 -9.2211021812E+01 3.6477221254E-04 3.6477221238E-04 9.1239619057E-01
2.8372000000E+02 -9.2211021812E+01 3.7056859446E-04 3.7056859430E-04 9.1241381296E-01
2.8376000000E+02 -9.2211021811E+01 3.7456316722E-04 3.7456316706E-04 9.1243009520E-01
